Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_id.84	gene_type.84	chr	start	stop	loc.84	gene_name.107	gene_type.107	chr.107	start.107	stop.107	loc.107	gene_id.107
LZTR1	LZTR1	3272.24393587351	-0.037480987860086	0.0525154262760895	-0.713713865008676	0.475404131095996	0.889512032364131	ENSG00000099949	protein_coding	chr22	20979462	20999038	chr22:20979462	LZTR1	protein_coding	chr22	20982269	20999032	chr22:20982269	ENSG00000099949
LZTS1	LZTS1	900.087447776505	-0.0627346305188141	0.259268809756474	-0.24196751849071	0.80880533193969	0.97268367669291	ENSG00000061337	protein_coding	chr8	20246165	20303963	chr8:20246165	LZTS1	protein_coding	chr8	20246165	20303963	chr8:20246165	ENSG00000061337
LZTS2	LZTS2	4289.08031620935	-0.0921261699150674	0.0623101704035696	-1.47850935599094	0.139271494728701	0.686770574757298	ENSG00000107816	protein_coding	chr10	100996618	101007836	chr10:100996618	LZTS2	protein_coding	chr10	100996618	101007836	chr10:100996618	ENSG00000107816
M6PR	M6PR	7252.70379636586	-0.0212417236183236	0.0571867728070749	-0.371444699108736	0.710306337971628	0.957039513979895	ENSG00000003056	protein_coding	chr12	8940363	8949955	chr12:8940363	M6PR	protein_coding	chr12	8940361	8949761	chr12:8940361	ENSG00000003056
MAB21L1	MAB21L1	917.39787129946	-0.338441583142795	0.265560193585855	-1.27444395401594	0.20250612340595	0.750587136612835	ENSG00000180660	protein_coding	chr13	35474182	35477209	chr13:35474182	MAB21L1	protein_coding	chr13	35473789	35476689	chr13:35473789	ENSG00000180660
MACF1	MACF1	18128.7655486251	0.10268958525463	0.0946682774432016	1.08473068305527	0.278040954054952	0.802567478137011	ENSG00000127603	protein_coding	chr1	39081316	39487177	chr1:39081316	MACF1	protein_coding	chr1	39081316	39487177	chr1:39081316	ENSG00000127603
MACROD1	MACROD1	337.182534912757	-0.209986567998587	0.0924890295510425	-2.27039432695854	0.0231836683875643	0.404943365502864	ENSG00000133315	protein_coding	chr11	63998558	64166106	chr11:63998558	MACROD1	protein_coding	chr11	63998558	64166113	chr11:63998558	ENSG00000133315
MAD1L1	MAD1L1	1205.5818104473	-0.0351190648838398	0.102839625698894	-0.341493511330597	0.732732088826637	0.96209240703826	ENSG00000002822	protein_coding	chr7	1815793	2233243	chr7:1815793	MAD1L1	protein_coding	chr7	1815793	2233243	chr7:1815793	ENSG00000002822
MAD2L1	MAD2L1	2587.81206074863	0.131314646445602	0.225229305044591	0.583026469044978	0.559875481810635	0.916054957257021	ENSG00000164109	protein_coding	chr4	120055608	120067074	chr4:120055608	MAD2L1	protein_coding	chr4	120055623	120066858	chr4:120055623	ENSG00000164109
MAD2L1BP	MAD2L1BP	1080.15333805158	0.0197170773125064	0.0627600074402281	0.314166267926031	0.753394760864774	0.965588452475879	ENSG00000124688	protein_coding	chr6	43629540	43640952	chr6:43629540	MAD2L1BP	protein_coding	chr6	43629540	43640941	chr6:43629540	ENSG00000124688
MAD2L2	MAD2L2	1470.19312775416	0.0139360640823934	0.101117190888083	0.137820918085215	0.890381951880551	0.983843518944935	ENSG00000116670	protein_coding	chr1	11674480	11691650	chr1:11674480	MAD2L2	protein_coding	chr1	11658918	11691811	chr1:11658918	ENSG00000116670
MADD	MADD	2536.61219144323	0.0514900155863725	0.0486919702731598	1.05746420400563	0.290299783095259	0.811110122355106	ENSG00000110514	protein_coding	chr11	47269161	47330031	chr11:47269161	MADD	protein_coding	chr11	47269161	47330031	chr11:47269161	ENSG00000110514
MAEA	MAEA	3844.72567648239	-0.107619670589346	0.0510413727361319	-2.10847915759842	0.0349895637442345	0.471857052819454	ENSG00000090316	protein_coding	chr4	1289851	1340147	chr4:1289851	MAEA	protein_coding	chr4	1289887	1340147	chr4:1289887	ENSG00000090316
MAF1	MAF1	4446.63960484629	0.00806807975360502	0.0480221591881551	0.168007434276197	0.866577430508478	0.980925973133188	ENSG00000179632	protein_coding	chr8	144104499	144107611	chr8:144104499	MAF1	protein_coding	chr8	144104461	144107611	chr8:144104461	ENSG00000179632
MAFB	MAFB	1152.51360381454	0.0879745623349682	0.248309583013204	0.354293866823054	0.723118663620251	0.959848436744089	ENSG00000204103	protein_coding	chr20	40685848	40689240	chr20:40685848	MAFB	protein_coding	chr20	40685848	40689236	chr20:40685848	ENSG00000204103
MAFF	MAFF	1195.16147833184	0.044809450084205	0.132952251270752	0.337034158172715	0.736091150472853	0.963177034740913	ENSG00000185022	protein_coding	chr22	38200767	38216511	chr22:38200767	MAFF	protein_coding	chr22	38200767	38216507	chr22:38200767	ENSG00000185022
MAFG	MAFG	1985.74161584531	-0.0355553523852806	0.0840999170671541	-0.422775118278529	0.672459343055024	0.947768790899398	ENSG00000197063	protein_coding	chr17	81918270	81927714	chr17:81918270	MAFG	protein_coding	chr17	81918270	81927735	chr17:81918270	ENSG00000197063
MAFG-AS1	MAFG-AS1	217.896372216661	-0.127585642597858	0.0899626583499264	-1.41820667528065	0.156130433596064	0.709346245358517	ENSG00000265688	antisense	chr17	81927829	81930753	chr17:81927829	MAFG-DT	lncRNA	chr17	81927829	81930753	chr17:81927829	ENSG00000265688
MAFK	MAFK	1059.60141212221	0.00445041299293878	0.13202737924572	0.0337082582291964	0.9731097936017	0.996129751007468	ENSG00000198517	protein_coding	chr7	1530714	1543043	chr7:1530714	MAFK	protein_coding	chr7	1530702	1543043	chr7:1530702	ENSG00000198517
MAGED1	MAGED1	33158.5660734443	-0.0988885532234282	0.0828815343385112	-1.19313130497247	0.23281795298374	0.774095134815137	ENSG00000179222	protein_coding	chrX	51803007	51902357	chrX:51803007	MAGED1	protein_coding	chrX	51803007	51902354	chrX:51803007	ENSG00000179222
MAGED2	MAGED2	16872.398179924	-0.137467596155721	0.0778699930011609	-1.76534748312705	0.077505383831367	0.596927809569701	ENSG00000102316	protein_coding	chrX	54807599	54816012	chrX:54807599	MAGED2	protein_coding	chrX	54807599	54816015	chrX:54807599	ENSG00000102316
MAGED4B	MAGED4B	6269.84142971354	-0.313855908919791	0.110685588260764	-2.83556255020642	0.00457450562003387	0.223300646018645	ENSG00000187243	protein_coding	chrX	52061827	52069248	chrX:52061827	MAGED4B	protein_coding	chrX	52061827	52069219	chrX:52061827	ENSG00000187243
MAGEE1	MAGEE1	227.984347837747	0.194135968282704	0.0703861740436914	2.75815486379749	0.00581286522736832	0.247024380540552	ENSG00000198934	protein_coding	chrX	76427724	76431353	chrX:76427724	MAGEE1	protein_coding	chrX	76427710	76431342	chrX:76427710	ENSG00000198934
MAGEF1	MAGEF1	1696.89598478332	0.0180120549174784	0.0484263741319359	0.371947213483404	0.709932151619085	0.957039513979895	ENSG00000177383	protein_coding	chr3	184710367	184712002	chr3:184710367	MAGEF1	protein_coding	chr3	184710364	184712064	chr3:184710364	ENSG00000177383
MAGEH1	MAGEH1	1503.12614495645	-0.0457228876788754	0.0762809242874778	-0.599401332718004	0.548905288476625	0.913580543727754	ENSG00000187601	protein_coding	chrX	55452105	55453566	chrX:55452105	MAGEH1	protein_coding	chrX	55452127	55453566	chrX:55452127	ENSG00000187601
MAGI1	MAGI1	2687.96087219842	-0.145018236832767	0.128824371077678	-1.12570498594031	0.260290412621096	0.790691266932681	ENSG00000151276	protein_coding	chr3	65353525	66038834	chr3:65353525	MAGI1	protein_coding	chr3	65353525	66038918	chr3:65353525	ENSG00000151276
MAGI2	MAGI2	361.820742082823	-0.0575419131803427	0.134086801591514	-0.429139277672087	0.667821869826994	0.946572869769835	ENSG00000187391	protein_coding	chr7	78017057	79453574	chr7:78017057	MAGI2	protein_coding	chr7	78017055	79453667	chr7:78017055	ENSG00000187391
MAGI2-AS3	MAGI2-AS3	894.947272682031	-0.118538874662812	0.0998566832841107	-1.1870900450954	0.235192104578041	0.775723301155511	ENSG00000234456	processed_transcript	chr7	79452877	79471208	chr7:79452877	MAGI2-AS3	lncRNA	chr7	79452877	79471208	chr7:79452877	ENSG00000234456
MAGI3	MAGI3	1367.40949325181	0.0115070494812773	0.0796366591812439	0.14449437733304	0.885110096098903	0.983217997841459	ENSG00000081026	protein_coding	chr1	113390749	113685923	chr1:113390749	MAGI3	protein_coding	chr1	113390515	113685923	chr1:113390515	ENSG00000081026
MAGOH	MAGOH	1089.6256343345	-0.124248021874024	0.061917995945584	-2.00665444636189	0.0447864696420255	0.508477776479673	ENSG00000162385	protein_coding	chr1	53226892	53238610	chr1:53226892	MAGOH	protein_coding	chr1	53226900	53238518	chr1:53226900	ENSG00000162385
MAGOHB	MAGOHB	1154.93545696378	-0.11724301984681	0.0691072701384628	-1.69653669739672	0.0897842865234238	0.618599951812097	ENSG00000111196	protein_coding	chr12	10604190	10613623	chr12:10604190	MAGOHB	protein_coding	chr12	10604193	10613609	chr12:10604193	ENSG00000111196
MAGT1	MAGT1	7655.14683890356	0.0203120917607043	0.0422042269108141	0.481280981727916	0.630316811909878	0.934368232397441	ENSG00000102158	protein_coding	chrX	77826364	77895593	chrX:77826364	MAGT1	protein_coding	chrX	77825747	77899271	chrX:77825747	ENSG00000102158
MAK16	MAK16	2526.48397379295	-0.106617186396795	0.0721337015519007	-1.4780495677195	0.13939451137453	0.687025049150866	ENSG00000198042	protein_coding	chr8	33484750	33501260	chr8:33484750	MAK16	protein_coding	chr8	33485182	33501262	chr8:33485182	ENSG00000198042
MALAT1	MALAT1	18377.4643521416	0.0787727173180462	0.113560974203191	0.69366010524972	0.487895390563304	0.892675145412712	ENSG00000251562	lincRNA	chr11	65497762	65506516	chr11:65497762	MALAT1	lncRNA	chr11	65497688	65506516	chr11:65497688	ENSG00000251562
MALL	MALL	2684.91938092859	0.0525762263494266	0.387665144277684	0.13562278457453	0.892119492390928	0.983897917527148	ENSG00000144063	protein_coding	chr2	110083870	110116566	chr2:110083870	MALL	protein_coding	chr2	110083870	110116022	chr2:110083870	ENSG00000144063
MALSU1	MALSU1	1212.22718558393	-0.0963985185918438	0.0630393541438904	-1.5291799844873	0.126219831101569	0.673726135432801	ENSG00000156928	protein_coding	chr7	23298739	23311729	chr7:23298739	MALSU1	protein_coding	chr7	23298739	23311729	chr7:23298739	ENSG00000156928
MALT1	MALT1	5080.00838316305	0.0122142828192039	0.0741754752636806	0.164667402207863	0.869205775941451	0.981067410977034	ENSG00000172175	protein_coding	chr18	58671386	58754477	chr18:58671386	MALT1	protein_coding	chr18	58671465	58754477	chr18:58671465	ENSG00000172175
MAMDC2	MAMDC2	204.953461743427	-0.487309294885436	0.327149558980684	-1.4895612159887	0.136339646142589	0.683550151423807	ENSG00000165072	protein_coding	chr9	70043581	70226970	chr9:70043581	MAMDC2	protein_coding	chr9	70043848	70226972	chr9:70043848	ENSG00000165072
MAML1	MAML1	3378.52659451553	0.0357599339175846	0.0440425091897707	0.811941339752053	0.416825291916188	0.87413818255362	ENSG00000161021	protein_coding	chr5	179732850	179796511	chr5:179732850	MAML1	protein_coding	chr5	179732822	179777283	chr5:179732822	ENSG00000161021
MAML2	MAML2	3902.33732078408	0.1217679280879	0.0789605316293348	1.54213662921516	0.12304039551319	0.668683346522414	ENSG00000184384	protein_coding	chr11	95976598	96343180	chr11:95976598	MAML2	protein_coding	chr11	95976598	96343195	chr11:95976598	ENSG00000184384
MAML3	MAML3	330.147214631755	0.169222382478593	0.190099424519755	0.890178299624509	0.37337015483083	0.85630040969171	ENSG00000196782	protein_coding	chr4	139716753	140154184	chr4:139716753	MAML3	protein_coding	chr4	139716753	140154184	chr4:139716753	ENSG00000196782
MAMLD1	MAMLD1	1905.84735098612	-0.0435366310604174	0.202976364307504	-0.2144911364875	0.830164078192966	0.976786423925773	ENSG00000013619	protein_coding	chrX	150361422	150514178	chrX:150361422	MAMLD1	protein_coding	chrX	150361422	150514178	chrX:150361422	ENSG00000013619
MAMSTR	MAMSTR	135.954565223533	-0.18036876737999	0.138445633672242	-1.30281297138628	0.192638621209311	0.744028401007408	ENSG00000176909	protein_coding	chr19	48712742	48719721	chr19:48712742	MAMSTR	protein_coding	chr19	48712725	48719725	chr19:48712725	ENSG00000176909
MAN1A1	MAN1A1	6071.47347623851	0.293995101413975	0.126783931304314	2.31886721281982	0.0204022373989923	0.391377348091349	ENSG00000111885	protein_coding	chr6	119177209	119349761	chr6:119177209	MAN1A1	protein_coding	chr6	119177205	119349761	chr6:119177205	ENSG00000111885
MAN1A2	MAN1A2	5956.78129218365	0.0560689168990671	0.0485670799460604	1.1544634135167	0.248310229917841	0.784568967042756	ENSG00000198162	protein_coding	chr1	117367449	117528872	chr1:117367449	MAN1A2	protein_coding	chr1	117367449	117528872	chr1:117367449	ENSG00000198162
MAN1B1	MAN1B1	7635.0570339624	-0.0839934512655241	0.071682801520573	-1.17173784344098	0.241302324432359	0.778492475486777	ENSG00000177239	protein_coding	chr9	137086927	137109187	chr9:137086927	MAN1B1	protein_coding	chr9	137086857	137109189	chr9:137086857	ENSG00000177239
MAN1B1-AS1	MAN1B1-AS1	157.372080658399	-0.185290150546177	0.0898891439969823	-2.06131844522179	0.0392726696233114	0.491220058145546	ENSG00000268996	antisense	chr9	137084946	137086817	chr9:137084946	MAN1B1-DT	lncRNA	chr9	137084946	137086817	chr9:137084946	ENSG00000268996
MAN1C1	MAN1C1	327.600213202653	0.441822535410736	0.364031789608614	1.21369217750395	0.224865292614355	0.767480426493053	ENSG00000117643	protein_coding	chr1	25617468	25786207	chr1:25617468	MAN1C1	protein_coding	chr1	25616791	25786206	chr1:25616791	ENSG00000117643
MAN2A1	MAN2A1	6885.46368295329	0.0941655685880175	0.0974604482790006	0.96619264789804	0.333947791103469	0.837637292687159	ENSG00000112893	protein_coding	chr5	109689366	109869625	chr5:109689366	MAN2A1	protein_coding	chr5	109689927	109869625	chr5:109689927	ENSG00000112893
MAN2A2	MAN2A2	1601.08857218737	0.306072220146415	0.0964201783547304	3.17435857689843	0.00150168049731305	0.134033489048201	ENSG00000196547	protein_coding	chr15	90902218	90922584	chr15:90902218	MAN2A2	protein_coding	chr15	90902218	90922584	chr15:90902218	ENSG00000196547
MAN2B1	MAN2B1	3149.1728839185	0.106240504253676	0.108238846207309	0.981537663938085	0.3263276704483	0.833483530285194	ENSG00000104774	protein_coding	chr19	12646511	12666742	chr19:12646511	MAN2B1	protein_coding	chr19	12646511	12666742	chr19:12646511	ENSG00000104774
MAN2B2	MAN2B2	5086.79507113743	0.0276257317247248	0.1202125543019	0.229807376485371	0.818241452514042	0.974483947678438	ENSG00000013288	protein_coding	chr4	6575175	6623362	chr4:6575175	MAN2B2	protein_coding	chr4	6575189	6623362	chr4:6575189	ENSG00000013288
MAN2C1	MAN2C1	1420.19465156184	0.0205862825613698	0.074678566761849	0.275665206953151	0.782805221332106	0.970300283858922	ENSG00000140400	protein_coding	chr15	75355207	75368630	chr15:75355207	MAN2C1	protein_coding	chr15	75355207	75368612	chr15:75355207	ENSG00000140400
MANBA	MANBA	2518.85545543143	-0.353935623331346	0.172846149322015	-2.04769168835783	0.0405902187775898	0.493359501217554	ENSG00000109323	protein_coding	chr4	102631488	102760994	chr4:102631488	MANBA	protein_coding	chr4	102630770	102760994	chr4:102630770	ENSG00000109323
MANBAL	MANBAL	2963.3524998362	-0.0990440829046104	0.0569981513645399	-1.73767184607725	0.0822686522719414	0.60337368115186	ENSG00000101363	protein_coding	chr20	37289638	37317260	chr20:37289638	MANBAL	protein_coding	chr20	37289649	37317260	chr20:37289649	ENSG00000101363
MANEA	MANEA	1944.20738118415	0.0233428324762553	0.0664255375691626	0.351413527545044	0.725278135239339	0.960561783354937	ENSG00000172469	protein_coding	chr6	95577543	95609457	chr6:95577543	MANEA	protein_coding	chr6	95577485	95609470	chr6:95577485	ENSG00000172469
MANF	MANF	3981.86902981862	-0.11042590517109	0.11881586890518	-0.929386841914308	0.352688644405138	0.84715872854728	ENSG00000145050	protein_coding	chr3	51385047	51389397	chr3:51385047	MANF	protein_coding	chr3	51385291	51389397	chr3:51385291	ENSG00000145050
MANSC1	MANSC1	408.583842515795	-0.0921805225188053	0.125920513237925	-0.732053262399203	0.464136059072579	0.886068181959144	ENSG00000111261	protein_coding	chr12	12326056	12350541	chr12:12326056	MANSC1	protein_coding	chr12	12326056	12350242	chr12:12326056	ENSG00000111261
MAP10	MAP10	233.550271880309	0.0917065493589424	0.0869681509380882	1.05448429533965	0.2916612470158	0.812720958899326	ENSG00000212916	protein_coding	chr1	232804892	232808407	chr1:232804892	MAP10	protein_coding	chr1	232805416	232809929	chr1:232805416	ENSG00000212916
MAP1A	MAP1A	20402.2126282769	-0.0125712752756705	0.0755321567235987	-0.166436069364121	0.867813790537991	0.981067410977034	ENSG00000166963	protein_coding	chr15	43510958	43531620	chr15:43510958	MAP1A	protein_coding	chr15	43510958	43531620	chr15:43510958	ENSG00000166963
MAP1B	MAP1B	42618.5153857574	-0.124747902921547	0.128392311530616	-0.971615055717727	0.331242089641192	0.835986166938513	ENSG00000131711	protein_coding	chr5	72107234	72209570	chr5:72107234	MAP1B	protein_coding	chr5	72107234	72209565	chr5:72107234	ENSG00000131711
MAP1LC3A	MAP1LC3A	773.140727442734	-0.0428603290099556	0.131925988779274	-0.324881620418745	0.745270667779229	0.963931377763261	ENSG00000101460	protein_coding	chr20	34546854	34560345	chr20:34546854	MAP1LC3A	protein_coding	chr20	34546854	34560345	chr20:34546854	ENSG00000101460
MAP1LC3B	MAP1LC3B	8572.38786400491	0.0424810664621402	0.0568457075032613	0.747304736416607	0.454879634097839	0.88321282420959	ENSG00000140941	protein_coding	chr16	87383995	87404779	chr16:87383995	MAP1LC3B	protein_coding	chr16	87383953	87404779	chr16:87383953	ENSG00000140941
MAP1S	MAP1S	1591.88909611215	-0.208704646906192	0.135148317004644	-1.54426375060979	0.122524450404424	0.668459029299611	ENSG00000130479	protein_coding	chr19	17719242	17734516	chr19:17719242	MAP1S	protein_coding	chr19	17719242	17734513	chr19:17719242	ENSG00000130479
MAP2K1	MAP2K1	4292.6457540942	0.017125205150878	0.0626767742814666	0.273230480464306	0.784676051055523	0.970300283858922	ENSG00000169032	protein_coding	chr15	66386817	66492312	chr15:66386817	MAP2K1	protein_coding	chr15	66386837	66491656	chr15:66386837	ENSG00000169032
MAP2K2	MAP2K2	6903.07402413096	-0.153151757390062	0.0587912952361468	-2.60500737013698	0.00918722836874999	0.291335055239671	ENSG00000126934	protein_coding	chr19	4090321	4124129	chr19:4090321	MAP2K2	protein_coding	chr19	4090321	4124122	chr19:4090321	ENSG00000126934
MAP2K3	MAP2K3	7783.96811107127	-0.103507628282299	0.130403741603354	-0.793747380325452	0.427342511255661	0.877268635970154	ENSG00000034152	protein_coding	chr17	21284672	21315240	chr17:21284672	MAP2K3	protein_coding	chr17	21284672	21315232	chr17:21284672	ENSG00000034152
MAP2K4	MAP2K4	2899.86806212229	0.0445935960201463	0.0340322334742035	1.31033409999224	0.190082836459595	0.741901314428709	ENSG00000065559	protein_coding	chr17	12020824	12143830	chr17:12020824	MAP2K4	protein_coding	chr17	12020829	12143830	chr17:12020829	ENSG00000065559
MAP2K5	MAP2K5	1014.53464570567	0.0876900081881247	0.0850579073462657	1.03094481070577	0.302566701225729	0.820581294684674	ENSG00000137764	protein_coding	chr15	67542709	67807123	chr15:67542709	MAP2K5	protein_coding	chr15	67542703	67807117	chr15:67542703	ENSG00000137764
