Row.names	SRR5931679	SRR5931680	SRR5931681	median_TPM	gene_id.84	gene_type.84	chr	start	stop	loc.84	gene_name.107	gene_type.107	chr.107	start.107	stop.107	loc.107	gene_id.107
ID4	3.90885	4.62021	4.64216	4.62021	ENSG00000172201	protein_coding	chr6	19837386	19840684	chr6:19837386	ID4	protein_coding	chr6	19837370	19842197	chr6:19837370	ENSG00000172201
IDE	29.2917	33.5388	32.8404	32.8404	ENSG00000119912	protein_coding	chr10	92451684	92574076	chr10:92451684	IDE	protein_coding	chr10	92451684	92574096	chr10:92451684	ENSG00000119912
IDH1	221.68854	238.86919	242.54585	238.86919	ENSG00000138413	protein_coding	chr2	208236227	208266074	chr2:208236227	IDH1	protein_coding	chr2	208236229	208266074	chr2:208236229	ENSG00000138413
IDH1-AS1	7.93162	8.04305	9.08683	8.04305	ENSG00000231908	antisense	chr2	208255247	208256181	chr2:208255247	IDH1-AS1	lncRNA	chr2	208255214	208256181	chr2:208255214	ENSG00000231908
IDH2	118.201485	121.6697	124.88365	121.6697	ENSG00000182054	protein_coding	chr15	90083045	90102504	chr15:90083045	IDH2	protein_coding	chr15	90083045	90102477	chr15:90083045	ENSG00000182054
IDH3A	76.143985	74.4805700043483	87.743618321	76.143985	ENSG00000166411	protein_coding	chr15	78131498	78171949	chr15:78131498	IDH3A	protein_coding	chr15	78131498	78171945	chr15:78131498	ENSG00000166411
IDH3B	50.77999	55.20241	55.20537	55.20241	ENSG00000101365	protein_coding	chr20	2658395	2664219	chr20:2658395	IDH3B	protein_coding	chr20	2658395	2664219	chr20:2658395	ENSG00000101365
IDH3G	38.497972	38.268338	40.009185	38.497972	ENSG00000067829	protein_coding	chrX	153785766	153794523	chrX:153785766	IDH3G	protein_coding	chrX	153785766	153794512	chrX:153785766	ENSG00000067829
IDI1	69.3969	74.6701	75.0436	74.6701	ENSG00000067064	protein_coding	chr10	1039908	1049170	chr10:1039908	IDI1	protein_coding	chr10	1039152	1049119	chr10:1039152	ENSG00000067064
IDI2-AS1	7.11876	5.232919	6.913295	6.913295	ENSG00000232656	antisense	chr10	1022666	1044201	chr10:1022666	IDI2-AS1	lncRNA	chr10	1022618	1045425	chr10:1022618	ENSG00000232656
IDNK	8.04708	8.09728	8.547722	8.09728	ENSG00000148057	protein_coding	chr9	83623049	83644130	chr9:83623049	IDNK	protein_coding	chr9	83623049	83644130	chr9:83623049	ENSG00000148057
IDS	8.671794	8.64012	8.479987	8.64012	ENSG00000010404	protein_coding	chrX	149476990	149521096	chrX:149476990	IDS	protein_coding	chrX	149476988	149521096	chrX:149476988	ENSG00000010404
IDUA	5.92057	5.4666	5.53496	5.53496	ENSG00000127415	protein_coding	chr4	986997	1004506	chr4:986997	IDUA	protein_coding	chr4	986997	1004564	chr4:986997	ENSG00000127415
IER2	14.39074	16.814681	18.198486	16.814681	ENSG00000160888	protein_coding	chr19	13150415	13154908	chr19:13150415	IER2	protein_coding	chr19	13150411	13154911	chr19:13150411	ENSG00000160888
IER3IP1	18.8797	21.9528	19.8909	19.8909	ENSG00000134049	protein_coding	chr18	47152998	47176374	chr18:47152998	IER3IP1	protein_coding	chr18	47152834	47176364	chr18:47152834	ENSG00000134049
IER5	2.72056	2.85928	3.10748	2.85928	ENSG00000162783	protein_coding	chr1	181088712	181092899	chr1:181088712	IER5	protein_coding	chr1	181088700	181092900	chr1:181088700	ENSG00000162783
IER5L	1.29313	1.36726	1.49737	1.36726	ENSG00000188483	protein_coding	chr9	129175552	129178262	chr9:129175552	IER5L	protein_coding	chr9	129175552	129178261	chr9:129175552	ENSG00000188483
IFFO2	1.6961	1.74785	1.71824	1.71824	ENSG00000169991	protein_coding	chr1	18904281	18956686	chr1:18904281	IFFO2	protein_coding	chr1	18904280	18956676	chr1:18904280	ENSG00000169991
IFI27L1	8.146667	9.458931	11.602454	9.458931	ENSG00000165948	protein_coding	chr14	94081282	94103846	chr14:94081282	IFI27L1	protein_coding	chr14	94081301	94103846	chr14:94081301	ENSG00000165948
IFI35	2.29572	2.295852	2.82038	2.295852	ENSG00000068079	protein_coding	chr17	43006725	43014456	chr17:43006725	IFI35	protein_coding	chr17	43006740	43014456	chr17:43006740	ENSG00000068079
IFI44	1.57318	1.56922	1.9173	1.57318	ENSG00000137965	protein_coding	chr1	78649796	78664078	chr1:78649796	IFI44	protein_coding	chr1	78649796	78664078	chr1:78649796	ENSG00000137965
IFI6	6.780064	7.753021	6.91464	6.91464	ENSG00000126709	protein_coding	chr1	27666061	27672218	chr1:27666061	IFI6	protein_coding	chr1	27666064	27672212	chr1:27666064	ENSG00000126709
IFIH1	5.18867	5.83166	6.4826	5.83166	ENSG00000115267	protein_coding	chr2	162267079	162318703	chr2:162267079	IFIH1	protein_coding	chr2	162267074	162318684	chr2:162267074	ENSG00000115267
IFITM1	2.8608	3.34285	3.06117	3.06117	ENSG00000185885	protein_coding	chr11	313506	315272	chr11:313506	IFITM1	protein_coding	chr11	310041	315272	chr11:310041	ENSG00000185885
IFITM2	27.806992702	26.979862	27.379805	27.379805	ENSG00000185201	protein_coding	chr11	307631	315272	chr11:307631	IFITM2	protein_coding	chr11	303655	309397	chr11:303655	ENSG00000185201
IFITM3	72.487388	73.876247	72.006367	72.487388	ENSG00000142089	protein_coding	chr11	319669	327537	chr11:319669	IFITM3	protein_coding	chr11	319676	329475	chr11:319676	ENSG00000142089
IFNAR1	22.9327	26.3383	26.1434	26.1434	ENSG00000142166	protein_coding	chr21	33324477	33359862	chr21:33324477	IFNAR1	protein_coding	chr21	33324387	33359864	chr21:33324387	ENSG00000142166
IFNAR2	9.267924	10.8243927	11.989296	10.8243927	ENSG00000159110	protein_coding	chr21	33229901	33265675	chr21:33229901	IFNAR2	protein_coding	chr21	33205282	33265675	chr21:33205282	ENSG00000159110
IFNGR1	22.182	22.6608	22.9656	22.6608	ENSG00000027697	protein_coding	chr6	137197484	137219449	chr6:137197484	IFNGR1	protein_coding	chr6	137197483	137219449	chr6:137197483	ENSG00000027697
IFNGR2	9.95372	10.31696183	10.18387	10.18387	ENSG00000159128	protein_coding	chr21	33402896	33479348	chr21:33402896	IFNGR2	protein_coding	chr21	33403413	33479348	chr21:33403413	ENSG00000159128
IFRD1	51.035397	54.443394	55.8192	54.443394	ENSG00000006652	protein_coding	chr7	112422968	112481017	chr7:112422968	IFRD1	protein_coding	chr7	112422887	112481017	chr7:112422887	ENSG00000006652
IFRD2	39.9807	40.620426	41.78731	40.620426	ENSG00000214706	protein_coding	chr3	50287732	50292918	chr3:50287732	IFRD2	protein_coding	chr3	50287732	50292918	chr3:50287732	ENSG00000214706
IFT122	8.542039	9.006515	8.965845	8.965845	ENSG00000163913	protein_coding	chr3	129440036	129520507	chr3:129440036	IFT122	protein_coding	chr3	129429607	129520510	chr3:129429607	ENSG00000163913
IFT140	2.62317	2.802917	2.81996	2.802917	ENSG00000187535	protein_coding	chr16	1510427	1612110	chr16:1510427	IFT140	protein_coding	chr16	1510427	1612072	chr16:1510427	ENSG00000187535
IFT172	5.220132	5.824593	5.815681	5.815681	ENSG00000138002	protein_coding	chr2	27444371	27489789	chr2:27444371	IFT172	protein_coding	chr2	27444377	27489805	chr2:27444377	ENSG00000138002
IFT20	26.6392455	27.770037	26.471812	26.6392455	ENSG00000109083	protein_coding	chr17	28328325	28335489	chr17:28328325	IFT20	protein_coding	chr17	28328325	28335489	chr17:28328325	ENSG00000109083
IFT22	37.143825	37.482248	39.78963	37.482248	ENSG00000128581	protein_coding	chr7	101313367	101321823	chr7:101313367	IFT22	protein_coding	chr7	101310914	101321823	chr7:101310914	ENSG00000128581
IFT27	21.358586	21.358886	21.51099	21.358886	ENSG00000100360	protein_coding	chr22	36758202	36776256	chr22:36758202	IFT27	protein_coding	chr22	36758202	36776256	chr22:36758202	ENSG00000100360
IFT43	21.58734	20.212636	21.62917	21.58734	ENSG00000119650	protein_coding	chr14	75902136	76084585	chr14:75902136	IFT43	protein_coding	chr14	75902136	76084585	chr14:75902136	ENSG00000119650
IFT46	9.948901	10.36992	10.42381	10.36992	ENSG00000118096	protein_coding	chr11	118544528	118572970	chr11:118544528	IFT46	protein_coding	chr11	118544528	118572970	chr11:118544528	ENSG00000118096
IFT52	19.83059	18.81295	20.10739	19.83059	ENSG00000101052	protein_coding	chr20	43590931	43647296	chr20:43590931	IFT52	protein_coding	chr20	43590937	43647299	chr20:43590937	ENSG00000101052
IFT57	17.323	19.1745	19.2768	19.1745	ENSG00000114446	protein_coding	chr3	108160812	108222570	chr3:108160812	IFT57	protein_coding	chr3	108160812	108222435	chr3:108160812	ENSG00000114446
IFT74	24.38604	28.866977	28.563762	28.563762	ENSG00000096872	protein_coding	chr9	26947039	27062930	chr9:26947039	IFT74	protein_coding	chr9	26947039	27066134	chr9:26947039	ENSG00000096872
IFT80	17.66306	20.40082	18.87149	18.87149	ENSG00000068885	protein_coding	chr3	160256986	160399880	chr3:160256986	IFT80	protein_coding	chr3	160256986	160399880	chr3:160256986	ENSG00000068885
IFT81	11.13397	12.880039	13.23863	12.880039	ENSG00000122970	protein_coding	chr12	110124335	110218797	chr12:110124335	IFT81	protein_coding	chr12	110124335	110218793	chr12:110124335	ENSG00000122970
IFT88	11.19332	12.96159	13.57712	12.96159	ENSG00000032742	protein_coding	chr13	20567069	20691437	chr13:20567069	IFT88	protein_coding	chr13	20567138	20691444	chr13:20567138	ENSG00000032742
IGBP1	33.023079	33.14603	31.480376	33.023079	ENSG00000089289	protein_coding	chrX	70133449	70166324	chrX:70133449	IGBP1	protein_coding	chrX	70133447	70166324	chrX:70133447	ENSG00000089289
IGBP1-AS1	1.96999	2.04788	1.76941	1.96999	ENSG00000203588	antisense	chrX	70163842	70165206	chrX:70163842	IGBP1-AS1	lncRNA	chrX	70163842	70165206	chrX:70163842	ENSG00000203588
IGF1	5.594576	5.9976722	6.428952	5.9976722	ENSG00000017427	protein_coding	chr12	102395867	102480645	chr12:102395867	IGF1	protein_coding	chr12	102395874	102481744	chr12:102395874	ENSG00000017427
IGF1R	5.00094	5.48113	5.66627	5.48113	ENSG00000140443	protein_coding	chr15	98648971	98964530	chr15:98648971	IGF1R	protein_coding	chr15	98648539	98964530	chr15:98648539	ENSG00000140443
IGF2BP3	11.13566	12.93134	13.34533	12.93134	ENSG00000136231	protein_coding	chr7	23310209	23470467	chr7:23310209	IGF2BP3	protein_coding	chr7	23310209	23470491	chr7:23310209	ENSG00000136231
IGF2R	27.0718	29.8508	29.8728	29.8508	ENSG00000197081	protein_coding	chr6	159969099	160113507	chr6:159969099	IGF2R	protein_coding	chr6	159969082	160113507	chr6:159969082	ENSG00000197081
IGFBP2	86.485	89.8449	91.8558	89.8449	ENSG00000115457	protein_coding	chr2	216632828	216664436	chr2:216632828	IGFBP2	protein_coding	chr2	216632828	216664436	chr2:216632828	ENSG00000115457
IGFBP3	9.43455	10.18834	10.09794	10.09794	ENSG00000146674	protein_coding	chr7	45912245	45921874	chr7:45912245	IGFBP3	protein_coding	chr7	45912245	45921874	chr7:45912245	ENSG00000146674
IGFLR1	3.892298	4.664887	4.611143	4.611143	ENSG00000126246	protein_coding	chr19	35738801	35742453	chr19:35738801	IGFLR1	protein_coding	chr19	35738801	35742453	chr19:35738801	ENSG00000126246
IGHMBP2	6.199256	6.652111	6.683484	6.652111	ENSG00000132740	protein_coding	chr11	68903842	68940602	chr11:68903842	IGHMBP2	protein_coding	chr11	68903863	68940602	chr11:68903863	ENSG00000132740
IGIP	5.71239	6.45113	5.6998	5.71239	ENSG00000182700	protein_coding	chr5	140125935	140129392	chr5:140125935	IGIP	protein_coding	chr5	140125937	140129392	chr5:140125937	ENSG00000182700
IGSF21	4.78447	5.69244	4.494	4.78447	ENSG00000117154	protein_coding	chr1	18107746	18378483	chr1:18107746	IGSF21	protein_coding	chr1	18107798	18378483	chr1:18107798	ENSG00000117154
IGSF3	1.683275	1.679429	1.845984	1.683275	ENSG00000143061	protein_coding	chr1	116574399	116667755	chr1:116574399	IGSF3	protein_coding	chr1	116574399	116667755	chr1:116574399	ENSG00000143061
IGSF5	2.58245	2.76136	2.55307	2.58245	ENSG00000183067	protein_coding	chr21	39745407	39802096	chr21:39745407	IGSF5	protein_coding	chr21	39745183	39802081	chr21:39745183	ENSG00000183067
IGSF8	9.9518683	11.1269830095933	12.138229	11.1269830095933	ENSG00000162729	protein_coding	chr1	160091340	160098943	chr1:160091340	IGSF8	protein_coding	chr1	160091340	160098943	chr1:160091340	ENSG00000162729
IGSF9	5.24066	5.167844	5.292767	5.24066	ENSG00000085552	protein_coding	chr1	159927039	159945604	chr1:159927039	IGSF9	protein_coding	chr1	159927039	159945613	chr1:159927039	ENSG00000085552
IGSF9B	0.979419	1.219497	1.2118255	1.2118255	ENSG00000080854	protein_coding	chr11	133908564	133956985	chr11:133908564	IGSF9B	protein_coding	chr11	133896438	133956968	chr11:133896438	ENSG00000080854
IK	80.407046	90.127535	89.268284	89.268284	ENSG00000113141	protein_coding	chr5	140647058	140662479	chr5:140647058	IK	protein_coding	chr5	140647058	140662480	chr5:140647058	ENSG00000113141
IKBIP	4.49669	5.104054	5.024556	5.024556	ENSG00000166130	protein_coding	chr12	98613405	98645113	chr12:98613405	IKBIP	protein_coding	chr12	98613405	98645113	chr12:98613405	ENSG00000166130
IKBKAP	13.7854	14.77308	15.66117	14.77308	ENSG00000070061	protein_coding	chr9	108867517	108934116	chr9:108867517	ELP1	protein_coding	chr9	108866898	108934328	chr9:108866898	ENSG00000070061
IKBKB	11.300725	12.772511	12.90119	12.772511	ENSG00000104365	protein_coding	chr8	42271302	42332653	chr8:42271302	IKBKB	protein_coding	chr8	42271302	42332460	chr8:42271302	ENSG00000104365
IKBKE	1.7087047	1.472221	1.7931976	1.7087047	ENSG00000263528	protein_coding	chr1	206470476	206496889	chr1:206470476	IKBKE	protein_coding	chr1	206470476	206496889	chr1:206470476	ENSG00000263528
IKBKG	12.586687	12.328436	13.573569	12.586687	ENSG00000269335	protein_coding	chrX	154541199	154565046	chrX:154541199	IKBKG	protein_coding	chrX	154541199	154565046	chrX:154541199	ENSG00000269335
IKZF3	2.60962362	2.5579131	2.538391	2.5579131	ENSG00000161405	protein_coding	chr17	39757715	39864188	chr17:39757715	IKZF3	protein_coding	chr17	39757718	39864312	chr17:39757718	ENSG00000161405
IKZF4	1.2164431	1.320565	1.417148	1.320565	ENSG00000123411	protein_coding	chr12	56007659	56038435	chr12:56007659	IKZF4	protein_coding	chr12	56007659	56038435	chr12:56007659	ENSG00000123411
IKZF5	9.890339	11.331065	11.748924	11.331065	ENSG00000095574	protein_coding	chr10	122990806	123008817	chr10:122990806	IKZF5	protein_coding	chr10	122990807	123008812	chr10:122990807	ENSG00000095574
IL10RB	8.84962	11.1081	11.0548	11.0548	ENSG00000243646	protein_coding	chr21	33266358	33297234	chr21:33266358	IL10RB	protein_coding	chr21	33266367	33311420	chr21:33266367	ENSG00000243646
IL10RB-AS1	2.13659	1.53408	2.31705	2.13659	ENSG00000223799	antisense	chr21	33263873	33266260	chr21:33263873	IL10RB-DT	lncRNA	chr21	33263873	33266296	chr21:33263873	ENSG00000223799
IL11RA	3.780872	3.763273	3.799382	3.780872	ENSG00000137070	protein_coding	chr9	34650702	34661892	chr9:34650702	IL11RA	protein_coding	chr9	34652162	34661902	chr9:34652162	ENSG00000137070
IL13RA1	12.83123	15.57453	15.73114	15.57453	ENSG00000131724	protein_coding	chrX	118727572	118794539	chrX:118727572	IL13RA1	protein_coding	chrX	118727133	118794535	chrX:118727133	ENSG00000131724
IL15	2.4535686	2.5803563	3.2020677	2.5803563	ENSG00000164136	protein_coding	chr4	141636599	141733987	chr4:141636599	IL15	protein_coding	chr4	141636583	141733987	chr4:141636583	ENSG00000164136
IL15RA	1.5419917	1.9791282	2.1294266	1.9791282	ENSG00000134470	protein_coding	chr10	5937569	5978187	chr10:5937569	IL15RA	protein_coding	chr10	5943639	5978187	chr10:5943639	ENSG00000134470
IL17D	1.37398	1.30595	1.39927	1.37398	ENSG00000172458	protein_coding	chr13	20702127	20723098	chr13:20702127	IL17D	protein_coding	chr13	20702127	20723098	chr13:20702127	ENSG00000172458
IL17RA	4.43848	4.68204	4.97582	4.68204	ENSG00000177663	protein_coding	chr22	17084954	17115694	chr22:17084954	IL17RA	protein_coding	chr22	17084954	17115693	chr22:17084954	ENSG00000177663
IL17RB	14.2334	14.8583	14.9467	14.8583	ENSG00000056736	protein_coding	chr3	53846580	53865800	chr3:53846580	IL17RB	protein_coding	chr3	53846568	53865794	chr3:53846568	ENSG00000056736
IL17RC	5.4243915711	6.0834813	6.292722061	6.0834813	ENSG00000163702	protein_coding	chr3	9917074	9933630	chr3:9917074	IL17RC	protein_coding	chr3	9917074	9933630	chr3:9917074	ENSG00000163702
IL18BP	3.0015191	3.2184057	3.4126711	3.2184057	ENSG00000137496	protein_coding	chr11	71998541	72005715	chr11:71998541	IL18BP	protein_coding	chr11	71998613	72007315	chr11:71998613	ENSG00000137496
IL1R1	23.81255637598	26.964688	25.699141	25.699141	ENSG00000115594	protein_coding	chr2	102064544	102179874	chr2:102064544	IL1R1	protein_coding	chr2	102064544	102179874	chr2:102064544	ENSG00000115594
IL1RAP	8.156280117531	9.541748	10.10370823	9.541748	ENSG00000196083	protein_coding	chr3	190514051	190659750	chr3:190514051	IL1RAP	protein_coding	chr3	190514051	190659750	chr3:190514051	ENSG00000196083
IL23A	1.15384	0.917591	1.05274	1.05274	ENSG00000110944	protein_coding	chr12	56334174	56340410	chr12:56334174	IL23A	protein_coding	chr12	56334174	56340410	chr12:56334174	ENSG00000110944
IL32	2.535548	3.052709	3.19503100858292	3.052709	ENSG00000008517	protein_coding	chr16	3065297	3082192	chr16:3065297	IL32	protein_coding	chr16	3065297	3082192	chr16:3065297	ENSG00000008517
IL6R	36.986013	39.398689	40.13481	39.398689	ENSG00000160712	protein_coding	chr1	154405193	154469450	chr1:154405193	IL6R	protein_coding	chr1	154405193	154469450	chr1:154405193	ENSG00000160712
IL6ST	15.9598	17.859937	17.7538984	17.7538984	ENSG00000134352	protein_coding	chr5	55935095	55994993	chr5:55935095	IL6ST	protein_coding	chr5	55935095	55995022	chr5:55935095	ENSG00000134352
ILDR1	1.706921	2.2065023	2.044304	2.044304	ENSG00000145103	protein_coding	chr3	121987323	122022204	chr3:121987323	ILDR1	protein_coding	chr3	121987323	122022247	chr3:121987323	ENSG00000145103
ILF2	207.486885	225.700522	231.945776	225.700522	ENSG00000143621	protein_coding	chr1	153661788	153671048	chr1:153661788	ILF2	protein_coding	chr1	153661788	153671028	chr1:153661788	ENSG00000143621
ILF3	157.78217	169.59529	171.8975	169.59529	ENSG00000129351	protein_coding	chr19	10654261	10692417	chr19:10654261	ILF3	protein_coding	chr19	10654304	10692400	chr19:10654304	ENSG00000129351
ILF3-AS1	27.154	28.3922	27.7357	27.7357	ENSG00000267100	lincRNA	chr19	10651862	10653844	chr19:10651862	ILF3-DT	lncRNA	chr19	10651862	10653875	chr19:10651862	ENSG00000267100
ILK	52.944418	55.378754	57.49595	55.378754	ENSG00000166333	protein_coding	chr11	6603708	6610874	chr11:6603708	ILK	protein_coding	chr11	6603708	6610874	chr11:6603708	ENSG00000166333
ILKAP	24.60352	25.232899	24.727944	24.727944	ENSG00000132323	protein_coding	chr2	238170401	238203729	chr2:238170401	ILKAP	protein_coding	chr2	238170402	238203708	chr2:238170402	ENSG00000132323
ILVBL	17.9964	16.9368	17.9887	17.9887	ENSG00000105135	protein_coding	chr19	15114984	15125785	chr19:15114984	ILVBL	protein_coding	chr19	15114984	15125786	chr19:15114984	ENSG00000105135
IMMP1L	91.13653	85.65906	86.59478	86.59478	ENSG00000148950	protein_coding	chr11	31432401	31509645	chr11:31432401	IMMP1L	protein_coding	chr11	31432401	31509645	chr11:31432401	ENSG00000148950
IMMP2L	31.1407072	31.184856	35.142624	31.184856	ENSG00000184903	protein_coding	chr7	110663051	111562517	chr7:110663051	IMMP2L	protein_coding	chr7	110662644	111562517	chr7:110662644	ENSG00000184903
IMMT	51.26416	56.3333265	60.724014	56.3333265	ENSG00000132305	protein_coding	chr2	86143932	86195770	chr2:86143932	IMMT	protein_coding	chr2	86143932	86195472	chr2:86143932	ENSG00000132305
IMP3	81.70068	82.36119	89.15706	82.36119	ENSG00000177971	protein_coding	chr15	75639085	75648706	chr15:75639085	IMP3	protein_coding	chr15	75639085	75648706	chr15:75639085	ENSG00000177971
IMP4	58.4	61.0988	60.2265	60.2265	ENSG00000136718	protein_coding	chr2	130342225	130347810	chr2:130342225	IMP4	protein_coding	chr2	130342877	130347967	chr2:130342877	ENSG00000136718
IMPA1	30.04298	34.78677	36.69764	34.78677	ENSG00000133731	protein_coding	chr8	81657961	81686693	chr8:81657961	IMPA1	protein_coding	chr8	81656914	81686331	chr8:81656914	ENSG00000133731
IMPA2	34.68178	36.71146	36.61003	36.61003	ENSG00000141401	protein_coding	chr18	11981025	12030883	chr18:11981025	IMPA2	protein_coding	chr18	11981025	12030877	chr18:11981025	ENSG00000141401
IMPACT	25.3805	28.1305	27.4126	27.4126	ENSG00000154059	protein_coding	chr18	24426616	24453535	chr18:24426616	IMPACT	protein_coding	chr18	24426634	24453531	chr18:24426634	ENSG00000154059
IMPAD1	36.2551	41.5152	41.2029	41.2029	ENSG00000104331	protein_coding	chr8	56957933	56993844	chr8:56957933	BPNT2	protein_coding	chr8	56957931	56993867	chr8:56957931	ENSG00000104331
IMPDH1	90.80665	93.678869	98.319645	93.678869	ENSG00000106348	protein_coding	chr7	128392277	128410252	chr7:128392277	IMPDH1	protein_coding	chr7	128392277	128410252	chr7:128392277	ENSG00000106348
